sample cellID x y
s15c5 210_1 230.0 157.0
s15c5 210_2 231.0 149.0
s15c6 5_1 255.0 324.0
s15c6 5_2 267.0 324.0
s15c6 51_2 289.0 307.0
s15c6 51_3 283.0 290.0
s15c6 60_1 230.0 330.0
s15c6 60_2 250.0 322.0
s15c6 109_4 230.0 291.0
s15c6 109_5 231.0 277.0
s15c6 110_1 217.0 333.0
s15c6 110_2 219.0 319.0
s15c6 112_4 289.0 329.0
s15c6 112_5 305.0 319.0
s15c6 119_3 246.0 310.0
s15c6 119_4 233.0 310.0
s15c6 157_5 290.0 338.0
s15c6 157_6 285.0 331.0
s15c6 158_9 233.0 277.0
s15c6 158_10 228.0 267.0
s15c6 163_7 307.0 347.0
s15c6 163_8 309.0 334.0
s15c6 163_9 226.0 300.0
s15c6 163_10 213.0 297.0
s15c6 169_4 240.0 319.0
s15c6 169_5 241.0 304.0
s15c6 200_4 260.0 350.0
s15c6 200_5 261.0 336.0
s15c6 203_6 235.0 349.0
s15c6 203_7 250.0 347.0
s15c6 203_11 199.0 290.0
s15c6 203_12 186.0 282.0
s15c6 203_13 221.0 265.0
s15c6 203_14 210.0 260.0
s15c6 210_10 205.0 276.0
s15c6 210_11 193.0 277.0
s15c6 215_16 190.0 258.0
s15c6 215_17 200.0 244.0
s15c7 43_2 324.0 283.0
s15c7 43_3 308.0 283.0
s15c7 52_1 314.0 296.0
s15c7 52_2 298.0 285.0
s15c7 85_4 308.0 284.0
s15c7 85_5 292.0 271.0
s15c7 92_3 332.0 293.0
s15c7 92_4 320.0 277.0
s15c7 96_1 324.0 302.0
s15c7 96_2 315.0 299.0
s15c7 105_3 278.0 298.0
s15c7 105_4 291.0 281.0
s15c7 132_7 311.0 281.0
s15c7 132_8 309.0 264.0
s15c7 132_9 284.0 270.0
s15c7 132_10 293.0 256.0
s15c7 135_6 324.0 272.0
s15c7 135_7 321.0 261.0
s15c7 148_1 327.0 325.0
s15c7 148_2 329.0 310.0
s15c7 152_4 262.0 313.0
s15c7 152_5 275.0 311.0
s15c7 152_6 284.0 288.0
s15c7 152_7 271.0 278.0
s15c7 154_3 295.0 308.0
s15c7 154_4 315.0 306.0
s15c7 172_12 315.0 292.0
s15c7 172_13 307.0 284.0
s15c7 174_15 285.0 281.0
s15c7 174_16 291.0 268.0
s15c7 177_14 311.0 259.0
s15c7 177_15 312.0 242.0
s15c7 178_11 333.0 268.0
s15c7 178_12 329.0 249.0
s15c7 180_19 298.0 245.0
s15c7 180_20 296.0 234.0
s15c7 185_10 344.0 290.0
s15c7 185_11 342.0 277.0
s15c7 194_3 293.0 332.0
s15c7 194_4 297.0 320.0
s15c7 194_9 267.0 275.0
s15c7 194_10 250.0 272.0
s15c7 196_1 339.0 333.0
s15c7 196_2 321.0 329.0
s15c7 198_9 293.0 307.0
s15c7 198_10 289.0 289.0
s15c7 201_6 329.0 317.0
s15c7 201_7 312.0 315.0
s15c7 202_9 269.0 327.0
s15c7 202_10 281.0 316.0
s15c7 203_3 339.0 309.0
s15c7 203_4 332.0 297.0
s15c7 207_9 248.0 322.0
s15c7 207_10 237.0 313.0
s15c7 215_22 312.0 306.0
s15c7 215_23 299.0 301.0
s15c8 15_1 342.0 393.0
s15c8 15_2 329.0 393.0
s15c8 66_1 340.0 395.0
s15c8 66_2 343.0 381.0
s15c8 66_3 324.0 391.0
s15c8 66_4 332.0 374.0
s15c8 118_3 328.0 395.0
s15c8 118_4 324.0 379.0
s15c8 120_2 353.0 377.0
s15c8 120_3 342.0 370.0
s15c8 121_1 346.0 397.0
s15c8 121_2 335.0 389.0
s15c8 126_7 326.0 377.0
s15c8 126_8 328.0 362.0
s15c8 166_1 331.0 401.0
s15c8 166_2 337.0 396.0
s15c8 167_4 347.0 375.0
s15c8 167_5 358.0 371.0
s15c8 168_7 319.0 409.0
s15c8 168_8 309.0 416.0
s15c8 168_9 309.0 393.0
s15c8 168_10 316.0 378.0
s15c8 172_3 342.0 383.0
s15c8 172_4 335.0 374.0
s15c8 172_7 340.0 357.0
s15c8 172_8 334.0 350.0
s15c8 207_2 339.0 396.0
s15c8 207_3 321.0 389.0
s15c8 209_10 323.0 430.0
s15c8 209_11 340.0 426.0
s15c8 209_12 293.0 412.0
s15c8 209_13 305.0 410.0
s15c8 213_14 309.0 386.0
s15c8 213_15 294.0 382.0
s15c8 214_5 319.0 374.0
s15c8 214_6 332.0 374.0
s15c8 216_1 319.0 408.0
s15c8 216_2 309.0 402.0
s15c8 216_5 350.0 386.0
s15c8 216_6 346.0 371.0
s15c8 216_10 363.0 341.0
s15c8 216_11 363.0 326.0
s16c1 3_1 235.0 286.0
s16c1 3_2 223.0 285.0
s16c1 45_2 227.0 290.0
s16c1 45_3 244.0 288.0
s16c1 50_1 243.0 299.0
s16c1 50_2 251.0 291.0
s16c1 94_3 233.0 295.0
s16c1 94_4 245.0 282.0
s16c1 105_2 265.0 309.0
s16c1 105_3 271.0 297.0
s16c1 105_6 251.0 302.0
s16c1 105_7 260.0 284.0
s16c1 108_1 241.0 303.0
s16c1 108_2 243.0 295.0
s16c1 147_5 241.0 298.0
s16c1 147_6 232.0 290.0
s16c1 148_7 246.0 267.0
s16c1 148_8 263.0 267.0
s16c1 154_3 274.0 292.0
s16c1 154_4 286.0 290.0
s16c1 156_1 223.0 280.0
s16c1 156_2 222.0 274.0
s16c1 159_3 228.0 265.0
s16c1 159_4 217.0 264.0
s16c1 161_12 245.0 297.0
s16c1 161_13 243.0 283.0
s16c1 164_7 288.0 276.0
s16c1 164_8 302.0 271.0
s16c1 165_15 277.0 281.0
s16c1 165_16 272.0 274.0
s16c1 196_12 260.0 263.0
s16c1 196_13 257.0 246.0
s16c1 200_9 267.0 319.0
s16c1 200_10 252.0 312.0
s16c1 203_12 241.0 247.0
s16c1 203_13 250.0 241.0
s16c1 206_6 311.0 289.0
s16c1 206_7 299.0 279.0
s16c1 207_5 279.0 308.0
s16c1 207_6 295.0 310.0
s16c1 209_20 287.0 288.0
s16c1 209_21 287.0 274.0
s16c1 210_22 264.0 276.0
s16c1 210_23 265.0 259.0
s16c1 214_10 301.0 275.0
s16c1 214_11 293.0 260.0
s16c1 216_4 248.0 262.0
s16c1 216_5 239.0 258.0
s16c1 216_10 279.0 256.0
s16c1 216_11 285.0 240.0
s16c2 13_1 242.0 164.0
s16c2 13_2 250.0 149.0
s16c2 62_2 228.0 142.0
s16c2 62_3 238.0 134.0
s16c2 66_1 209.0 156.0
s16c2 66_2 218.0 146.0
s16c2 120_2 216.0 146.0
s16c2 120_3 208.0 137.0
s16c2 127_1 211.0 182.0
s16c2 127_2 201.0 173.0
s16c2 171_3 225.0 164.0
s16c2 171_4 212.0 160.0
s16c2 171_5 206.0 147.0
s16c2 171_6 212.0 139.0
s16c2 183_1 228.0 187.0
s16c2 183_2 219.0 182.0
s16c2 200_3 227.0 195.0
s16c2 200_4 217.0 186.0
s16c2 216_8 212.0 146.0
s16c2 216_9 201.0 133.0
s16c3 12_1 319.0 151.0
s16c3 12_2 317.0 138.0
s16c3 64_2 329.0 113.0
s16c3 64_3 311.0 113.0
s16c3 73_1 309.0 132.0
s16c3 73_2 297.0 131.0
s16c3 112_3 333.0 122.0
s16c3 112_4 328.0 104.0
s16c3 114_5 307.0 134.0
s16c3 114_6 305.0 118.0
s16c3 157_4 321.0 82.0
s16c3 157_5 310.0 83.0
s16c3 158_3 339.0 130.0
s16c3 158_4 356.0 121.0
s16c3 178_2 316.0 170.0
s16c3 178_3 306.0 157.0
s16c3 195_6 321.0 86.0
s16c3 195_7 316.0 70.0
s16c3 198_1 360.0 210.0
s16c3 198_2 342.0 210.0
s16c3 198_9 291.0 79.0
s16c3 198_10 300.0 61.0
s16c3 203_6 365.0 122.0
s16c3 203_7 361.0 114.0
s16c3 205_5 340.0 143.0
s16c3 205_6 357.0 144.0
s16c4 41_1 357.0 145.0
s16c4 41_2 359.0 135.0
s16c4 93_1 395.0 165.0
s16c4 93_2 381.0 158.0
s16c4 94_3 359.0 143.0
s16c4 94_4 360.0 126.0
s16c4 150_3 347.0 162.0
s16c4 150_4 347.0 149.0
s16c4 152_1 418.0 171.0
s16c4 152_2 405.0 167.0
s16c4 152_3 369.0 168.0
s16c4 152_4 368.0 153.0
s16c4 182_7 386.0 156.0
s16c4 182_8 387.0 147.0
s16c4 195_5 333.0 194.0
s16c4 195_6 350.0 184.0
s16c4 196_7 356.0 165.0
s16c4 196_8 373.0 156.0
s16c4 203_3 392.0 193.0
s16c4 203_4 401.0 184.0
s16c4 204_5 366.0 186.0
s16c4 204_6 377.0 174.0
s16c5 38_1 400.0 154.0
s16c5 38_2 392.0 145.0
s16c5 93_2 405.0 135.0
s16c5 93_3 400.0 122.0
s16c5 94_1 416.0 164.0
s16c5 94_2 407.0 153.0
s16c5 148_1 462.0 185.0
s16c5 148_2 475.0 171.0
s16c5 153_3 388.0 167.0
s16c5 153_4 392.0 151.0
s16c5 156_5 421.0 141.0
s16c5 156_6 440.0 140.0
s16c5 166_7 434.0 121.0
s16c5 166_8 432.0 108.0
s16c5 203_1 472.0 207.0
s16c5 203_2 452.0 196.0
s16c5 212_7 438.0 89.0
s16c5 212_8 443.0 72.0
s16c5 213_6 452.0 133.0
s16c5 213_7 453.0 121.0
s16c5 214_3 492.0 176.0
s16c5 214_4 480.0 163.0
s16c6 25_1 379.0 123.0
s16c6 25_2 382.0 112.0
s16c6 77_1 383.0 116.0
s16c6 77_2 376.0 105.0
s16c6 79_3 376.0 91.0
s16c6 79_4 367.0 88.0
s16c6 128_2 379.0 101.0
s16c6 128_3 382.0 79.0
s16c6 129_5 340.0 109.0
s16c6 129_6 347.0 100.0
s16c6 133_1 394.0 132.0
s16c6 133_2 401.0 111.0
s16c6 136_5 394.0 88.0
s16c6 136_6 394.0 72.0
s16c6 175_3 381.0 97.0
s16c6 175_4 381.0 81.0
s16c6 176_5 372.0 71.0
s16c6 176_6 361.0 58.0
s16c6 176_10 354.0 86.0
s16c6 176_11 338.0 78.0
s16c6 177_1 394.0 132.0
s16c6 177_2 403.0 124.0
s16c6 178_3 410.0 109.0
s16c6 178_4 399.0 101.0
s16c6 179_10 387.0 65.0
s16c6 179_11 379.0 53.0
s16c6 182_9 408.0 79.0
s16c6 182_10 390.0 83.0
s16c6 204_13 327.0 75.0
s16c6 204_14 320.0 62.0
s16c6 207_16 324.0 54.0
s16c6 207_17 329.0 36.0
s16c6 209_15 343.0 84.0
s16c6 209_16 355.0 71.0
s16c6 211_2 412.0 135.0
s16c6 211_3 407.0 127.0
s16c6 212_8 370.0 68.0
s16c6 212_9 375.0 55.0
s16c6 214_1 395.0 159.0
s16c6 214_2 399.0 145.0
s16c6 214_7 368.0 117.0
s16c6 214_8 379.0 107.0
s16c6 214_12 338.0 46.0
s16c6 214_13 352.0 47.0
s16c6 215_5 423.0 123.0
s16c6 215_6 425.0 103.0
s16c6 215_18 380.0 40.0
s16c6 215_19 363.0 26.0
s16c7 41_1 404.0 279.0
s16c7 41_2 409.0 264.0
s16c7 44_3 382.0 281.0
s16c7 44_4 388.0 274.0
s16c7 107_1 398.0 308.0
s16c7 107_2 386.0 293.0
s16c7 109_3 363.0 301.0
s16c7 109_4 367.0 282.0
s16c7 113_5 377.0 259.0
s16c7 113_6 400.0 254.0
s16c7 168_5 381.0 269.0
s16c7 168_6 367.0 246.0
s16c7 173_4 355.0 289.0
s16c7 173_5 368.0 282.0
s16c7 174_1 408.0 335.0
s16c7 174_2 401.0 328.0
s16c7 174_4 360.0 315.0
s16c7 174_5 378.0 312.0
s16c7 175_10 392.0 249.0
s16c7 175_11 408.0 231.0
s16c8 39_1 314.0 374.0
s16c8 39_2 307.0 362.0
s16c8 93_2 302.0 353.0
s16c8 93_3 292.0 339.0
s16c8 96_1 318.0 397.0
s16c8 96_2 313.0 385.0
s16c8 153_1 324.0 406.0
s16c8 153_2 319.0 390.0
s16c8 155_4 281.0 304.0
s16c8 155_5 268.0 303.0
s16c8 158_3 307.0 372.0
s16c8 158_4 302.0 361.0
s16c8 197_2 297.0 372.0
s16c8 197_3 298.0 382.0
s16c8 200_1 341.0 412.0
s16c8 200_2 326.0 407.0
s16c8 201_8 273.0 299.0
s16c8 201_9 264.0 293.0
s16c8 206_5 297.0 364.0
s16c8 206_6 288.0 355.0
s16c8 215_7 277.0 329.0
s16c8 215_8 265.0 316.0
s16c9 49_2 333.0 384.0
s16c9 49_3 318.0 372.0
s16c9 54_1 315.0 402.0
s16c9 54_2 313.0 392.0
s16c9 109_3 359.0 389.0
s16c9 109_4 338.0 380.0
s16c9 116_1 354.0 439.0
s16c9 116_2 342.0 425.0
s16c9 122_3 315.0 411.0
s16c9 122_4 302.0 410.0
s16c9 162_5 424.0 403.0
s16c9 162_6 435.0 393.0
s16c9 183_4 302.0 403.0
s16c9 183_5 290.0 396.0
s16c9 186_3 317.0 429.0
s16c9 186_4 329.0 422.0
s16c9 188_2 320.0 446.0
s16c9 188_3 332.0 447.0
s17c1 47_1 255.0 362.0
s17c1 47_2 261.0 349.0
s17c1 47_3 245.0 346.0
s17c1 47_4 260.0 339.0
s17c1 90_3 238.0 349.0
s17c1 90_4 251.0 349.0
s17c1 95_5 272.0 355.0
s17c1 95_6 274.0 334.0
s17c1 105_2 247.0 334.0
s17c1 105_3 261.0 338.0
s17c1 115_1 255.0 355.0
s17c1 115_2 245.0 356.0
s17c1 136_5 234.0 347.0
s17c1 136_6 246.0 350.0
s17c1 136_7 260.0 346.0
s17c1 136_8 270.0 343.0
s17c1 139_9 274.0 364.0
s17c1 139_10 264.0 355.0
s17c1 140_11 265.0 335.0
s17c1 140_12 262.0 319.0
s17c1 168_2 242.0 362.0
s17c1 168_3 241.0 351.0
s17c1 170_1 253.0 367.0
s17c1 170_2 263.0 361.0
s17c1 170_6 251.0 326.0
s17c1 170_7 254.0 321.0
s17c1 173_5 237.0 340.0
s17c1 173_6 239.0 328.0
s17c1 182_9 230.0 351.0
s17c1 182_10 217.0 341.0
s17c1 184_12 272.0 344.0
s17c1 184_13 265.0 343.0
s17c1 190_11 249.0 354.0
s17c1 190_12 248.0 342.0
s17c1 190_18 271.0 331.0
s17c1 190_19 270.0 315.0
s17c1 194_14 260.0 361.0
s17c1 194_15 264.0 355.0
s17c1 197_16 242.0 374.0
s17c1 197_17 250.0 361.0
s17c1 200_18 259.0 340.0
s17c1 200_19 271.0 335.0
s18c1 25_1 363.0 213.0
s18c1 25_2 372.0 205.0
s18c1 76_1 366.0 219.0
s18c1 76_2 373.0 207.0
s18c1 84_3 382.0 202.0
s18c1 84_4 373.0 189.0
s18c1 133_4 370.0 175.0
s18c1 133_5 357.0 168.0
s18c1 135_1 363.0 227.0
s18c1 135_2 367.0 218.0
s18c1 136_3 377.0 219.0
s18c1 136_4 371.0 204.0
s18c1 136_5 391.0 211.0
s18c1 136_6 380.0 196.0
s18c1 182_8 365.0 164.0
s18c1 182_9 356.0 167.0
s18c1 186_6 365.0 192.0
s18c1 186_7 353.0 185.0
s18c1 186_8 372.0 177.0
s18c1 186_9 387.0 160.0
s18c1 191_5 381.0 214.0
s18c1 191_6 396.0 204.0
s18c1 195_1 359.0 224.0
s18c1 195_2 348.0 217.0
s18c1 200_4 367.0 234.0
s18c1 200_5 381.0 228.0
s18c1 201_6 345.0 201.0
s18c1 201_7 359.0 199.0
s18c1 210_3 358.0 219.0
s18c1 210_4 372.0 208.0
s18c2 38_1 122.0 269.0
s18c2 38_2 108.0 268.0
s18c2 41_3 75.0 234.0
s18c2 41_4 78.0 226.0
s18c2 84_2 101.0 264.0
s18c2 84_3 114.0 253.0
s18c2 88_1 116.0 271.0
s18c2 88_2 127.0 263.0
s18c2 92_5 67.0 246.0
s18c2 92_6 67.0 235.0
s18c2 99_7 66.0 233.0
s18c2 99_8 72.0 226.0
s18c2 131_4 106.0 254.0
s18c2 131_5 117.0 246.0
s18c2 133_3 89.0 255.0
s18c2 133_4 76.0 252.0
s18c2 141_1 107.0 268.0
s18c2 141_2 92.0 268.0
s18c2 141_8 54.0 272.0
s18c2 141_9 57.0 258.0
s18c2 143_12 59.0 237.0
s18c2 143_13 73.0 230.0
s18c2 144_11 28.0 242.0
s18c2 144_12 18.0 239.0
s18c2 153_3 131.0 263.0
s18c2 153_4 121.0 250.0
s18c2 155_11 37.0 225.0
s18c2 155_12 55.0 219.0
s18c2 176_8 107.0 272.0
s18c2 176_9 121.0 266.0
s18c2 179_7 95.0 270.0
s18c2 179_8 101.0 257.0
s18c2 181_6 69.0 242.0
s18c2 181_7 64.0 231.0
s18c2 182_19 71.0 214.0
s18c2 182_20 86.0 206.0
s18c2 186_3 70.0 264.0
s18c2 186_4 79.0 252.0
s18c2 186_17 50.0 234.0
s18c2 186_18 34.0 225.0
s18c2 192_12 43.0 273.0
s18c2 192_13 43.0 258.0
s18c2 197_1 100.0 292.0
s18c2 197_2 104.0 283.0
s18c2 201_3 82.0 275.0
s18c2 201_4 79.0 261.0
s18c2 207_17 54.0 195.0
s18c2 207_18 62.0 179.0
s19c1 31_1 180.0 240.0
s19c1 31_2 167.0 227.0
s19c1 78_1 162.0 244.0
s19c1 78_2 187.0 235.0
s19c1 102_3 179.0 227.0
s19c1 102_4 187.0 222.0
s19c1 122_1 150.0 222.0
s19c1 122_2 150.0 204.0
s19c1 126_3 213.0 239.0
s19c1 126_4 212.0 227.0
s19c1 160_6 200.0 213.0
s19c1 160_7 202.0 199.0
s19c1 161_5 189.0 209.0
s19c1 161_6 189.0 199.0
s19c1 173_1 177.0 227.0
s19c1 173_2 168.0 217.0
s19c1 174_3 155.0 235.0
s19c1 174_4 148.0 215.0
s19c1 183_6 225.0 227.0
s19c1 183_7 214.0 215.0
s19c1 184_5 220.0 248.0
s19c1 184_6 211.0 234.0
s19c1 204_9 185.0 220.0
s19c1 204_10 182.0 210.0
s19c1 207_11 184.0 201.0
s19c1 207_12 198.0 198.0
s19c1 208_13 192.0 240.0
s19c1 208_14 204.0 225.0
s19c1 211_15 212.0 201.0
s19c1 211_16 222.0 187.0
s19c2 11_1 197.0 387.0
s19c2 11_2 209.0 386.0
s19c2 68_2 205.0 416.0
s19c2 68_3 205.0 402.0
s19c2 70_1 192.0 420.0
s19c2 70_2 190.0 402.0
s19c2 113_3 217.0 418.0
s19c2 113_4 202.0 414.0
s19c2 117_5 199.0 393.0
s19c2 117_6 183.0 388.0
s19c2 123_1 212.0 451.0
s19c2 123_2 189.0 444.0
s19c2 123_3 183.0 409.0
s19c2 123_4 203.0 408.0
s19c2 156_4 220.0 431.0
s19c2 156_5 222.0 416.0
s19c2 161_5 189.0 429.0
s19c2 161_6 195.0 414.0
s19c2 162_8 182.0 407.0
s19c2 162_9 191.0 386.0
s19c2 168_7 204.0 416.0
s19c2 168_8 214.0 404.0
s19c2 179_1 182.0 402.0
s19c2 179_2 196.0 392.0
s19c2 195_5 218.0 419.0
s19c2 195_6 225.0 403.0
s19c2 196_3 187.0 444.0
s19c2 196_4 189.0 428.0
s19c2 197_5 199.0 442.0
s19c2 197_6 202.0 426.0
s19c2 199_9 174.0 453.0
s19c2 199_10 177.0 436.0
s19c2 203_15 193.0 390.0
s19c2 203_16 205.0 383.0
s19c2 205_13 210.0 419.0
s19c2 205_14 215.0 411.0
s19c2 207_11 178.0 413.0
s19c2 207_12 174.0 399.0
s19c2 208_16 164.0 433.0
s19c2 208_17 179.0 432.0
s19c3 20_1 292.0 283.0
s19c3 20_2 291.0 265.0
s19c3 67_1 291.0 315.0
s19c3 67_2 301.0 301.0
s19c3 70_3 291.0 251.0
s19c3 70_4 291.0 260.0
s19c3 127_3 282.0 237.0
s19c3 127_4 301.0 237.0
s19c3 128_5 292.0 260.0
s19c3 128_6 281.0 257.0
s19c3 130_1 290.0 346.0
s19c3 130_2 289.0 329.0
s19c3 132_3 301.0 303.0
s19c3 132_4 317.0 300.0
s19c3 178_6 331.0 255.0
s19c3 178_7 325.0 232.0
s19c3 179_9 261.0 254.0
s19c3 179_10 268.0 246.0
s19c3 181_8 302.0 266.0
s19c3 181_9 294.0 262.0
s19c3 183_5 259.0 233.0
s19c3 183_6 253.0 224.0
s19c4 34_1 407.0 214.0
s19c4 34_2 404.0 202.0
s19c4 82_1 400.0 207.0
s19c4 82_2 394.0 197.0
s19c4 84_3 388.0 212.0
s19c4 84_4 381.0 194.0
s19c4 132_1 403.0 206.0
s19c4 132_2 400.0 194.0
s19c4 134_5 389.0 183.0
s19c4 134_6 371.0 194.0
s19c4 142_3 397.0 173.0
s19c4 142_4 407.0 168.0
s19c4 148_5 400.0 211.0
s19c4 148_6 385.0 208.0
s19c4 177_7 398.0 191.0
s19c4 177_8 402.0 183.0
s19c4 180_1 400.0 212.0
s19c4 180_2 417.0 212.0
s19c4 181_10 348.0 209.0
s19c4 181_11 329.0 191.0
s19c4 191_4 412.0 174.0
s19c4 191_5 412.0 160.0
s19c4 191_7 371.0 261.0
s19c4 191_8 384.0 242.0
s19c4 192_3 399.0 211.0
s19c4 192_4 401.0 195.0
s19c4 193_7 441.0 157.0
s19c4 193_8 425.0 157.0
s19c4 193_11 352.0 252.0
s19c4 193_12 336.0 249.0
s1c1 28_1 288.0 277.0
s1c1 28_2 283.0 265.0
s1c1 79_1 284.0 297.0
s1c1 79_2 271.0 279.0
s1c1 86_3 298.0 240.0
s1c1 86_4 296.0 225.0
s1c1 126_1 270.0 292.0
s1c1 126_2 251.0 279.0
s1c1 136_5 270.0 199.0
s1c1 136_6 283.0 190.0
s1c1 138_4 296.0 304.0
s1c1 138_5 309.0 301.0
s1c1 142_3 229.0 251.0
s1c1 142_4 248.0 253.0
s1c1 169_1 259.0 301.0
s1c1 169_2 279.0 301.0
s1c1 173_3 228.0 272.0
s1c1 173_4 230.0 262.0
s1c1 185_8 317.0 347.0
s1c1 185_9 324.0 330.0
s1c1 187_10 256.0 205.0
s1c1 187_11 269.0 207.0
s1c1 194_5 222.0 246.0
s1c1 194_6 234.0 238.0
s1c1 199_8 303.0 340.0
s1c1 199_9 304.0 329.0
s1c1 208_1 254.0 281.0
s1c1 208_2 263.0 264.0
s1c1 212_3 289.0 320.0
s1c1 212_4 303.0 309.0
s1c1 215_5 243.0 266.0
s1c1 215_6 255.0 250.0
s1c2 40_1 216.0 176.0
s1c2 40_2 203.0 171.0
s1c2 84_2 160.0 189.0
s1c2 84_3 161.0 169.0
s1c2 94_1 238.0 180.0
s1c2 94_2 255.0 180.0
s1c2 135_3 164.0 194.0
s1c2 135_4 156.0 179.0
s1c2 135_5 169.0 166.0
s1c2 135_6 151.0 157.0
s1c2 187_1 198.0 235.0
s1c2 187_2 183.0 220.0
s1c2 187_3 165.0 185.0
s1c2 187_4 151.0 171.0
s20c1 43_1 194.0 299.0
s20c1 43_2 191.0 286.0
s20c1 87_1 205.0 298.0
s20c1 87_2 219.0 283.0
s20c1 104_1 217.0 282.0
s20c1 104_2 196.0 277.0
s20c1 137_1 215.0 284.0
s20c1 137_2 208.0 272.0
s20c1 148_3 172.0 284.0
s20c1 148_4 188.0 270.0
s20c1 175_1 221.0 307.0
s20c1 175_2 228.0 291.0
s20c1 178_3 218.0 276.0
s20c1 178_4 222.0 261.0
s20c1 186_6 198.0 277.0
s20c1 186_7 189.0 265.0
s20c1 191_5 171.0 296.0
s20c1 191_6 156.0 282.0
s20c1 211_1 225.0 319.0
s20c1 211_2 212.0 306.0
s20c1 211_3 233.0 289.0
s20c1 211_4 248.0 277.0
s20c1 215_5 225.0 279.0
s20c1 215_6 241.0 270.0
s20c2 17_1 272.0 327.0
s20c2 17_2 284.0 322.0
s20c2 60_1 270.0 342.0
s20c2 60_2 257.0 328.0
s20c2 74_3 266.0 315.0
s20c2 74_4 281.0 305.0
s20c2 107_1 244.0 344.0
s20c2 107_2 252.0 344.0
s20c2 107_3 272.0 325.0
s20c2 107_4 258.0 316.0
s20c2 127_6 288.0 305.0
s20c2 127_7 305.0 296.0
s20c2 131_5 277.0 322.0
s20c2 131_6 268.0 307.0
s20c2 156_3 296.0 344.0
s20c2 156_4 287.0 332.0
s20c2 156_5 255.0 316.0
s20c2 156_6 262.0 304.0
s20c2 160_2 276.0 344.0
s20c2 160_3 259.0 338.0
s20c2 162_1 230.0 366.0
s20c2 162_2 217.0 356.0
s20c2 176_12 311.0 279.0
s20c2 176_13 303.0 266.0
s20c2 178_10 273.0 288.0
s20c2 178_11 281.0 273.0
s20c2 180_12 301.0 304.0
s20c2 180_13 296.0 289.0
s20c2 181_9 279.0 321.0
s20c2 181_10 292.0 320.0
s20c2 202_8 267.0 305.0
s20c2 202_9 279.0 303.0
s20c2 204_7 243.0 328.0
s20c2 204_8 249.0 315.0
s20c2 208_5 302.0 356.0
s20c2 208_6 302.0 349.0
s20c2 210_7 271.0 337.0
s20c2 210_8 263.0 332.0
s20c2 213_3 287.0 338.0
s20c2 213_4 289.0 329.0
s20c3 35_1 317.0 398.0
s20c3 35_2 309.0 389.0
s20c3 79_1 319.0 410.0
s20c3 79_2 328.0 400.0
s20c3 79_3 304.0 385.0
s20c3 79_4 295.0 380.0
s20c3 130_2 282.0 371.0
s20c3 130_3 302.0 365.0
s20c3 132_1 304.0 394.0
s20c3 132_2 321.0 384.0
s20c3 183_4 300.0 372.0
s20c3 183_5 309.0 359.0
s20c3 185_3 267.0 396.0
s20c3 185_4 274.0 376.0
s20c3 194_2 361.0 407.0
s20c3 194_3 347.0 396.0
s20c3 202_1 289.0 430.0
s20c3 202_2 289.0 411.0
s20c4 16_1 384.0 330.0
s20c4 16_2 374.0 319.0
s20c4 60_1 412.0 331.0
s20c4 60_2 403.0 334.0
s20c4 67_3 342.0 330.0
s20c4 67_4 328.0 316.0
s20c4 106_2 363.0 354.0
s20c4 106_3 358.0 343.0
s20c4 113_1 406.0 330.0
s20c4 113_2 415.0 325.0
s20c4 117_5 345.0 347.0
s20c4 117_6 340.0 333.0
s20c4 124_7 305.0 323.0
s20c4 124_8 310.0 308.0
s20c4 151_3 375.0 382.0
s20c4 151_4 372.0 373.0
s20c4 156_5 361.0 339.0
s20c4 156_6 359.0 325.0
s20c4 171_8 344.0 332.0
s20c4 171_9 339.0 318.0
s20c4 178_10 309.0 339.0
s20c4 178_11 313.0 324.0
s20c4 180_1 382.0 343.0
s20c4 180_2 367.0 345.0
s20c4 181_12 323.0 295.0
s20c4 181_13 331.0 281.0
s20c4 194_3 455.0 324.0
s20c4 194_4 470.0 325.0
s20c4 198_6 370.0 355.0
s20c4 198_7 362.0 346.0
s20c4 200_5 377.0 390.0
s20c4 200_6 365.0 382.0
s20c4 205_10 343.0 295.0
s20c4 205_11 330.0 297.0
s20c4 210_9 334.0 350.0
s20c4 210_10 339.0 340.0
s20c5 27_1 181.0 247.0
s20c5 27_2 166.0 244.0
s20c5 30_3 161.0 223.0
s20c5 30_4 172.0 213.0
s20c5 71_4 196.0 206.0
s20c5 71_5 184.0 211.0
s20c5 72_2 179.0 253.0
s20c5 72_3 184.0 239.0
s20c5 73_4 166.0 239.0
s20c5 73_5 169.0 225.0
s20c5 75_1 217.0 261.0
s20c5 75_2 202.0 264.0
s20c5 126_7 220.0 215.0
s20c5 126_8 210.0 203.0
s20c5 127_3 167.0 280.0
s20c5 127_4 173.0 266.0
s20c5 127_6 142.0 252.0
s20c5 127_7 151.0 239.0
s20c5 130_8 180.0 240.0
s20c5 130_9 167.0 232.0
s20c5 131_5 201.0 242.0
s20c5 131_6 209.0 228.0
s20c5 131_13 184.0 221.0
s20c5 131_14 200.0 218.0
s20c5 136_1 245.0 249.0
s20c5 136_2 238.0 234.0
s20c5 137_3 228.0 255.0
s20c5 137_4 219.0 245.0
s20c5 178_5 154.0 274.0
s20c5 178_6 159.0 268.0
s20c5 182_12 186.0 230.0
s20c5 182_13 177.0 229.0
s20c5 186_7 176.0 243.0
